county,confirmed,deaths,state,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_uninsured,percent_some_college,percent_unemployed,percent_children_in_poverty,percent_single_parent_households,percent_severe_housing_problems,overcrowding,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,percent_uninsured_2,median_household_income,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,population_2,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_asian,percent_hispanic,percent_female,percent_rural
Benton,17,1,Oregon,13.571276098,13.275460835,24.9,90.255787051,21.281750471,6.7846935094,83.947393869,3.1750956666,11.9,24.070141791,22.444801872,2.4857435298,5.5,14.6,29.115066887,7.8360627025,63600,138.81224418,56.829073482,92101,16.251723651,16.226751067,1.0781641893,7.1171865669,7.609037904,49.820305968,18.7639491
Benton,151,13,Washington,16.096464884,13.078767464,30.9,77.426831148,18.320323576,7.6259052892,66.079418345,5.2077025554,13.5,28.971601021,14.608301666,3.9754457761,8.9,10.6,31.204012144,9.9738916938,69212,212.01908581,68.35721229,201877,26.748961001,14.908582949,1.4697068017,3.2648592955,22.250677393,49.895233236,10.571022452
Bergen,5760,179,New Jersey,14.471950907,11.410986988,22.3,99.468686887,17.602577621,8.6233725255,76.987262226,3.4381283091,8.2,18.659516887,21.360548254,2.2057732815,8.2,7.2,38.425412262,10.251476857,100181,965.10062016,64.414381122,936692,21.176117657,17.197328471,5.5067193912,16.925307358,20.578802851,51.45811003,0.101533947
Berkeley,45,0,South Carolina,16.562800423,15.751734455,35,79.312652171,18.714617974,11.780302003,65.55250043,3.0347978285,18.2,32.359845621,14.26645857,1.6671396141,12.5,11.2,39.107658744,14.470435934,62204,44.862407975000004,71.746006326,221091,23.858501703,13.754517371,23.870261567,2.6826058048,6.884043222,50.329502332,28.953627638
Berkeley,49,0,West Virginia,20.184509742,22.279119623,36.8,43.963175225,14.221677672,7.1033816822,58.253186842,4.0865384615,16,35.481682497,13.003355705,2.7564717162,12.8,11.3,42.950596894,8.8201668337,59619,58.591255567,74.068506141,117123,23.249062951,14.664071105,7.4050357317,1.0954295911,4.6071224269,50.398299224,31.625531588
Berks,235,2,Pennsylvania,18.21500451,16.58359467,36.4,85.676960544,19.319109576,7.5294689369,58.353902804,4.1603929835,16.9,36.5962885,15.487044933,1.5644473598,12.8,9.3,39.042323036,8.3930949385,62519,181.45185391,71.675503506,420152,22.333346027,17.220434509,4.2237095147,1.6046573621,21.937060873,50.793998362,23.736030838
Berkshire,253,8,Massachusetts,13.207584399,13.782954088,25.7,85.326057964,19.309146089,3.3426123967,64.02655201,4.0372717784,15.9,39.053698836,15.887339349,0.7747698478,10,9.7,30.713811365,3.8938591518,58375,91.271056819,68.870882955,126348,16.907271979,23.267483458,3.1239117358,1.7135213854,5.0669579257,51.572640643,31.593747857
Bernalillo,202,7,New Mexico,18.215684201,15.209989631,23.4,91.044940564,16.33848515,9.6581751273,68.057918456,4.5084704597,22.2,39.500689233,18.93379552,2.9731068109,7,14.9,31.149903211,11.788691885,51372,626.7282759,62.827254693,678701,21.713538068,16.386597338,2.494618396,2.8663579397,50.346323344,50.939810019,4.1955192253
Berrien,56,1,Michigan,16.08037215,16.593027897,32.6,86.706459286,16.471990156,7.2588057644,64.573132984,4.298494436,21.1,37.590082743,13.961143224,1.5976236352,11.7,14.5,31.822973652,8.6400720194,51509,210.82760928,69.769042999,154141,21.779409761,19.723499912,14.579508372,2.1421944843,5.7103561025,51.051310164,32.856969767
Bertie,7,1,North Carolina,22.609442574,19.953601249,43.3,33.192369138,12.806986233,13.241810126,47.568030855,4.9412665986,32,55.889079474,18.892508143,1.2899022801,20.4,22.1,38.042143312,15.990840569,35433,23.589517215,74.874623872,19026,17.607484495,23.015873016,60.727425628,0.7936507937,2.2390413119,49.547986965,83.24405601
Bexar,342,9,Texas,22.492039858,14.899297572,28.6,86.264129421,20.053430905,16.904979007,62.725609183,3.3286215326,23.7,36.768064291,17.90653276,4.4736251043,8.5,11.4,33.839586955,20.936758258,54210,511.30667288,58.812565803,1986049,25.561756029,12.115562103,7.3619029541,3.2822453021,60.490249737,50.629818298000004,4.5390847652
Bibb,36,1,Georgia,21.372593722,19.066923251,36.6,75.117488605,13.015270866,14.403617403,59.8739986,4.5208923308,36.6,54.067787592,21.084337349,2.0691461498,13.7,21.8,40.202572805,17.925278678,41390,429.81419413,52.597827961,153095,24.574937131,15.59554525,54.956726216,2.1992880238,3.4070348476,53.070315817,14.410435431
Bienville,10,1,Louisiana,23.67248002,21.612387457,45.3,21.41712534,15.919330911,8.9628325146,43.139190523,5.8377425044,36.3,53.136171596,10.975609756,1.7421602787,23.9,18.8,36.787375043,11.487880351,34047,41.534314841,73.116089613,13308,22.362488729,20.927261797,41.471295461,0.3381424707,1.9461977758,52.051397656,79.836967881
Black Hawk,10,0,Iowa,13.949032438,18.266057458,30.6,83.402242734,24.206117069,5.2627629036,70.748915181,2.7685524923,18.8,33.869441816,14.846205123,1.5046186078,10.5,13.8,27.376421142,6.2518325875,52320,1436.2700776,65.695786771,132408,21.758504018,16.403087427,9.4767687753,2.4930517793,4.4506374237,50.837562685,13.480814707
Blaine,405,2,Idaho,14.183349242,12.902674826,15.1,78.354229042,17.283360211,17.693505338,54.658258747,2.3614379615,8.1,39.431863329,19.058553387,1.653272101,4.3,10.7,26.097083763,21.18245587,76113,41.30367308,69.706959707,22601,22.078669085,19.62302553,0.4336091323,1.1946374054,22.525551967,49.311977346,32.765718563
Blair,5,0,Pennsylvania,16.438205968,18.542062066,30.8,75.011999465,20.175831464,5.7687716056,56.957551216,4.2061959533,19.4,34.028439784,13.246982632,1.0695711903,14.6,12.4,33.661053626,6.604368354,49244,143.62177975,70.161743341,122492,20.423374588,20.772785161,1.8825719231,0.7135159847,1.3062077523,51.034353264,23.430824068
Blount,10,0,Alabama,21.745292814,19.20867197,33.8,15.634485887,14.230593827,13.360759494,53.361073248,3.5111573222,18,28.561827957,10.548011639,1.8913676043,17,10.7,35.945010419,17.082341882,50412,33.411781963,78.626213592,57840,23.153526971,18.236514523,1.4626556017,0.3198478562,9.571230982,50.726141079,89.951502041
Blount,34,0,Tennessee,19.823622982,21.322302217,32.9,67.774977644,14.894327631,10.248522548,58.842646327,3.2260136491,13.5,27.073356138,12.920210612,1.2353179425,13.4,10.7,33.487182769,12.494792209,57939,94.929627158,75.131083156,131349,20.220176781,20.232358069,2.91665715,0.9364365165,3.4579631364,51.497917761,32.631493375
Blue Earth,14,0,Minnesota,13.670510369,15.974106314,33.4,83.440863575,24.943537913,4.5355071671,76.592806478,2.5101174368,10.9,31.268847135,15.251196172,0.9370015949,7.6,12,29.845668335,5.069553994,58132,93.183351476,61.893495714,67427,19.644949353,13.893544129,4.0562385988,2.4263277322,3.8352588726,49.671496581,26.892974864
Bolivar,34,1,Mississippi,27.931093414,24.746814416,39.1,38.819739347,11.927846538,15.629723924,59.292251373,6.1257216164,38.9,62.749473162,19.841269841,3.253968254,11.5,27.7,37.348155908,20.438825264,33116,94.39912487,54.173862982,31333,24.290683943,15.801231928,63.571952893,0.9127756678,2.1925765168,53.540995117,53.955191097
Bonneville,5,0,Idaho,14.729676666,13.560304856,29,84.466680738,14.70615156,9.4906263551,66.683607779,2.3933722001,13.2,20.975889782,13.166397415,2.8136779752,9.1,11.1,29.032713968,12.982872859,60444,156.00969086,69.976923077,116854,30.75632841,13.30121348,0.5810669725,1.174970476,13.257569274,50.044499974,12.951628068
Boone,50,0,Indiana,14.111307883,16.086571872,27.6,77.055084746,18.132196683,6.7289525229,79.958104861,2.7044340463,5.2,19.865418373,10.288153682,1.4727854856,9.8,9,34.152084012,7.4347771814,85876,192.2406878,76.709271658,66999,26.445170823,13.364378573,1.93137211,3.0582546008,3.1731816893,50.251496291,34.405014124
Boone,11,1,Kentucky,16.486470347,17.654118662,35.8,84.802753954,20.305292615,4.217878322,73.019234675,3.3629719682,8.7,25.061859314,11.577217963,0.865279299,10.7,9.7,37.931945216,4.9561763037,77696,240.13412693,74.066890785,131533,26.008682232,13.53576669,3.4234754776,2.6259569842,4.3350337938,50.458059955,13.272340103
Boone,75,1,Missouri,16.689828494,18.520999173,26,82.721560237,24.157855172,10.060318973,79.532509177,2.271557139,13.2,28.845342855,17.129800251,1.2147121692,7.3,15.5,31.604452942000002,11.73028797,55136,210.37491245,55.299684092,180005,20.31332463,12.254104053,9.5136246215,5.3326296492,3.5310130274,51.530790811,18.786045425
Bossier,126,2,Louisiana,18.601481071,18.88651436,30.8,76.338488105,20.299638622,8.7482489587,67.836371226,4.2762929538,20.2,36.78201356,14.714240606,2.1576676139,11.7,13.3,36.755704409,11.262843363,56754,196.26874007,62.416491307,127185,24.837048394,14.341313834,22.460982034,1.9113889216,6.765734953,50.529543578,24.34197591
Botetourt,14,0,Virginia,12.390681577,14.067543569,25.4,90.801858332,18.6592979,8.367029549,67.615012107,2.6942283126,8.6,19.762051916,10.296880872,0.5636978579,12.5,6.9,32.287878478,9.5929040197,71874,96.519148528,86.262442064,33277,18.868888421,22.745439793,3.1312918833,0.8203864531,1.8120623854,50.434233855,64.097381441
Boulder,143,2,Colorado,11.612699398,11.318441782,15.2,96.214783054,20.226717701,6.772989506,83.009313361,2.8474579769,6.7,25.671526628,19.624807957,1.8880892698,4.8,11.2,23.443086016,7.662437394,83591,306.68230874,62.030756033,326078,18.998828501,14.256098234,0.9555995805,4.9524960286,13.913848834,49.684124657,8.9130825924
Bowie,17,1,Texas,18.895084234,17.14611872,47.3,40.863177227,18.431256626,16.356519948,53.52640817,4.9449297379,25.5,42.969278657,15.825517344,2.7690933452,14.8,21.5,35.875444391,20.067394158,47339,162.31729385,63.813702529,94324,23.739451253,16.544039693,24.9522921,1.3803485857,7.8050125101,49.670285399,35.424836601
Box Elder,10,0,Utah,13.292846008,9.6577185179,32,76.4002001,11.147392567,8.7801220949,65.025262047,3.0391193238,9.2,15.07632463,9.3065145602,1.9513659562,9,12.3,29.393523754,9.9623174753,62689,67.247282017,76.430470466,54950,31.719745223,12.937215651,0.38944495,0.9190172884,9.5068243858,49.313921747,31.099549775
Boyd,13,1,Kentucky,20.445661886,21.587105317,40.5,74.088652053,14.785578726,5.3518523552,66.59121395,5.917454003,26.8,39.554845793,12.43229301,1.031725561,15.3,15.6,39.394765921,6.1691579379,48020,126.6145421,69.411639536,47240,21.270110076,19.519475021,2.800592718,0.5524978831,1.8882303133,50.232853514,25.317912075
Boyle,7,0,Kentucky,20.368296893,20.162759662,28.5,70.614096792,16.265152892,5.3249436514,57.915231391,4.4322867111,20.3,29.330333968,12.086397059,0.6893382353,14.6,14.3,39.158189113,6.103074141,47528,44.165905559,66.34195193,30100,19.983388704,19.126245847,7.7242524917,1.0631229236,3.4950166113,50.189368771,34.819921216
Bradford,6,0,Florida,22.592265688,22.940737775,36.6,65.252454418,18.585541196,13.269099859,37.726975833,3.2820240623,26,44.184304177,15.278575531,1.9529006318,12.3,16.7,38.492812128,16.071298123,45075,79.42360459,68.586678528,27732,19.601903938,17.795326698,19.692052503,0.6021924131,4.2694360306,44.764171354,75.529453015
Bradford,10,0,Pennsylvania,16.075543758,18.219480741,37.5,60.29670084,19.152924512,7.8910907717,50.910907833,4.3618348115,17.1,32.484596541,11.088421483,1.5519705942,13.8,11.1,32.335667554,8.7873258609,50978,67.615068345,75.362727712,60833,21.965051863,21.296007101,0.6789078296,0.6279486463,1.5041178308,50.42657768,72.174315736
Bradley,21,0,Tennessee,21.540695237,21.778213881,37.8,76.749896426,13.854590461,13.351092543,56.975363041,3.587488559,20.9,32.133084307,14.994895355,2.6671771312,16.8,12.7,37.421324331,16.633058063,50427,138.67439905,65.768072289,106727,21.777057352,17.123127231,4.8525677664,1.1515361624,6.3386022281,51.378751394,32.971918798
Branch,10,0,Michigan,15.089663139,18.400619448,38,62.404968175,19.209053805,8.1180702996,51.741001565,3.6658011303,21.2,29.448897796,12.375930521,1.9851116625,10.2,12.1,37.754874492,9.7643237841,50477,139.17790022,74.578940991,43622,23.178671313,18.183485397,2.1525835588,0.7312823805,5.0112328642,48.454908074,62.703323904
Brazoria,144,1,Texas,18.376297341,13.406956708,28.2,80.513529566,18.238274997,14.167458619,68.517825487,4.5252828302,13.1,23.181178877,13.684486832,4.0729722635,10.5,14,31.230479062,16.678125145,74225,86.293778862,71.826004951,370200,26.457320367,11.798487304,13.950567261,6.9937871421,31.119665046,49.486493787,22.52862699
Brazos,75,5,Texas,17.973388847,14.152728089,29.1,88.634905646000007,18.956604174,16.900472534,69.743257527,2.839616023,20.2,33.943379403,27.000461772,3.6743848539,8,20.3,33.689383291,19.165047196,50113,275.71775389,46.161435999,226758,20.588027765,9.1560165463,10.428739008,6.5739687244,26.025542649,49.450074529,12.063576784
Brevard,72,0,Florida,17.606259239,16.866412293,29.6,88.369747652,18.777739232,13.012913988,66.638733403,3.5240347414,16.5,35.628785079,15.405013928,1.4284122563,13.1,13.6,33.487850662,15.323388639,57612,267.35262962,72.884991786,596849,18.247999075,23.681869284,9.9619836843,2.6403663238,10.716445868,51.092654926,5.0743867966
Bristol,601,5,Massachusetts,14.342738308,15.01321279,29.1,95.486289065,20.951279229,3.6661107974,63.169817272,4.2793759367,14.3,36.490291853,17.016930049,1.2867776552,10.7,10.1,35.989893607,4.4064989444,66005,104.68737798,62.49572981,564022,20.584126151,16.925580917,4.5953881232,2.4970657173,8.4314087039,51.572279095,9.8343015038
Bristol,21,0,Rhode Island,11.423613349,12.437275319,23.2,96.360902256,21.239148,3.4871767838,82.556080283,3.4583237482,7.1,23.352063972,16.89119171,0.518134715,8.1,9.5,30.53078975,4.0973246261,80231,267.98014754,69.64148724,48649,18.742420194,19.724968653,1.2312688853,2.2364282925,3.1943102633,51.690682234,1.1428571429
Brooks,5,0,Georgia,21.641199359,18.906866407,33.1,21.129101767,13.361158955,19.429778247,52.45407184,3.9324247587,33.7,40.446140299,19.598765432,4.5524691358,12.8,16.2,38.097608773,23.404019096,36354,93.454284809,74.771653543,15513,21.788177657,19.82853091,34.396957391,1.0571778508,5.8660478309,51.208663701,71.039832543
Broome,65,4,New York,15.929984942,15.514051434,28,89.484047856,22.155688032,5.3378301362,67.255529616,4.8645261963,23.9,36.159043799,15.551181102,1.3589027178,10.6,12.8,35.331159097,6.3972015025,50928,663.09466602,65.306511947,191659,19.299902431,19.066153951,5.4696100888,4.4271336071,4.3415649669,50.829337521,26.056829511
Broomfield,36,2,Colorado,9.7237924569,11.625377957,19.6,99.452486178,20.123194893,4.7788025375,86.824186992,2.9259594133,5.1,15.011164274,12.266069976,1.8104149715,6.8,9,25.859454177,5.6330546446,96924,187.19439178,66.322368175,69267,23.106241067,13.847864062,1.2892142001,6.7218155832,12.604847907,50.277910116,0.5832990392
Broward,1765,31,Florida,17.782269952,14.593792551,24.6,96.879236825,17.922146658,16.892308114,67.279508479,3.3698702582,17.3,39.315151919,24.700218428,3.8195218354,9.3,13.6,36.602116039,19.864073291,57200,817.35987366,62.061786749,1951260,21.154997284,16.620696371,28.345223087,3.8872830889,30.428184865,51.284400849,0.0169329991
Brown,9,0,South Dakota,11.857167757,14.467267802,31.5,79.234075169,17.833222766,10.67093253,70.312334569,2.8289694127,11.4,29.599133261,11.252324861,1.2027278363,10.4,11,24.951090393,12.528352235,60082,78.455865962,65.947849728,39316,23.949537084,17.160952284,2.4214060433,3.1157798352,3.2633024723,50.854613898,28.89053133
Brown,24,0,Wisconsin,12.291755527,14.962851844,32.9,91.970791147,26.783110521,7.2310333178,69.961072347,2.7318981298,10.7,30.398478303,13.578368829,2.57140053,10.8,9.2,33.925554132,8.3032008352,62097,310.9658236,65.209875832,263378,23.807607317,14.858112675,2.7344728869,3.3920828619,8.7554769191,50.422206866,14.49434895
Brunswick,24,1,North Carolina,16.415902592,14.995104748,28.9,79.009783024,14.551102778,13.519080419,61.930581228,5.1506610929,20.1,34.599814661,15.694224684,1.5526107595,12.8,13.2,30.688907948,15.889158692,60163,43.278357978,79.03404271,136744,15.264289475,31.49681156,10.01798982,0.7919908735,4.8733399637,52.245802375,42.960597965
Bryan,15,1,Georgia,15.808502142,16.512096342,35.1,84.950219958,18.114208878,12.216420598,68.681787985,3.4027311395,11.5,28.133090421,15.351993215,1.6115351993,11.2,11.2,34.6367368,14.822081513,79658,105.76254953,69.848053181,38109,29.284421003,10.627410848,14.198745703,2.1648429505,7.2948647301,50.68094151,52.343465749
Buchanan,8,0,Missouri,21.128093048,21.826876691,38.3,82.650418717,17.808513297,11.493429919,57.172757336,2.9593897240000002,22.4,40.15599384,14.761476148,1.8151815182,12,14.1,33.847342416,14.181507779,52506,176.94921383,63.469131371,88571,22.505108896,16.117013469,5.6666403225,1.6179110544,6.8860010613,49.526368676,13.372047399
Bucks,517,11,Pennsylvania,12.354754827,14.369768279,26.9,89.17535254,18.202705804,5.2525386039,73.601833753,3.7479219747,6.6,21.883911253,14.941224332000001,1.1262659786,8.1,8,35.214668408,5.9733499896,88538,260.54266228,76.548025764,628195,20.41022294,18.634341248,3.9887296142,5.1289806509,5.507207157,50.907759533,8.8296022864
Buffalo,14,1,Nebraska,14.879676011,14.796608322,29.5,89.080734025,23.505641941,9.6176413065,72.835558398,2.3433832822,11.6,26.917293233,11.156131821,1.3182063749,8.4,12.3,26.750461784,11.405020101,59193,63.347668286,63.532481085,49615,23.454600423,14.505693843,1.0924115691,1.7736571601,9.1847223622,49.968759448,32.261073272
Bullitt,11,2,Kentucky,17.739563409,19.715222995,34.5,73.654112676,17.87622493,4.8709672665,57.751919034,4.0782571712,12.6,30.598505163,10.793762047,1.103907482,17.2,10.2,40.158465188,5.6291456686,61022,79.957135253,80.625723429,81069,21.950437282,15.606458696,1.1792423738,0.6142915294,2.0982126337,50.286792732,30.413487803
Bulloch,5,0,Georgia,20.57244783,19.37250384,30,31.469587137,16.820874402,16.779862877,70.008326395,4.1809988534,24.4,38.889265154,21.232354063,1.8122853873,11.9,19.6,38.222645427,20.208867329,43766,81.719362071,53.470599147,77296,19.98292279,11.462430139,29.158041813,1.3545332229,4.1231111571,50.943127717,48.283179287
Buncombe,31,1,North Carolina,14.473508476,16.637681436,22.1,74.99601373,20.50854552,13.506175521,71.609553177,2.9672908936,16.8,27.883003688,15.408343126,3.133568351,8.3,12.3,29.374605932,16.401897815,53960,270.1721254,63.750198426,259103,18.461384083,20.002856007,6.0300343879,1.4353365264,6.6869160141,52.062693215,24.079591135
Burke,8,0,Georgia,24.138329367,20.506947721,34.5,47.10499228,13.009483052,15.179476239,48.964608434,5.9997864845,33.2,49.159735189,14.232673267,2.4752475248,14.1,21.2,38.922167751,18.911065229,42785,51.514452357,70.552297165,22423,26.053605673,15.59559381,46.88935468,0.5753021451,3.2555857825,52.361414619,74.9957111
Burke,13,1,North Carolina,17.014349433,17.303198204,36.4,66.202481521,16.007621741,14.698929815,51.369370234,3.5634195027,20.6,36.949212529,13.640350877,2.9385964912,8.9,13.8,34.017629744,18.008001052,44946,96.473698281,72.311952007,90382,18.914164325,20.240755903,6.6683631697,3.7230864553,6.2490318869,50.009957735,42.652235128
